S_No,Year,Month,Week,Merchant_ID,Product_ID,Country,Sales
178,2013,1,5,ar0000100,1,Argentina,6300
179,2013,2,5,ar00002,1,Argentina,157500
180,2013,2,5,ar00004,1,Argentina,15750
181,2013,2,5,ar000014,1,Argentina,15750
182,2013,2,5,ar000015,1,Argentina,4725
183,2013,2,5,ar000022,1,Argentina,4725
184,2013,2,5,ar000027,1,Argentina,189000
185,2013,2,5,ar000055,1,Argentina,4725
186,2013,2,5,ar000064,1,Argentina,1260000
187,2013,2,5,ar000065,1,Argentina,315000
188,2013,2,5,ar000069,1,Argentina,118125
189,2013,2,5,ar000089,1,Argentina,157500
190,2013,2,5,ar000092,1,Argentina,78750
191,2013,2,5,ar0000103,1,Argentina,15750
192,2013,2,6,ar00001,1,Argentina,157500
193,2013,2,6,ar00002,1,Argentina,472500
194,2013,2,6,ar00008,1,Argentina,204750
195,2013,2,6,ar000012,1,Argentina,37800
196,2013,2,6,ar000016,1,Argentina,7875
197,2013,2,6,ar000019,1,Argentina,78750
198,2013,2,6,ar000021,1,Argentina,3150
199,2013,2,6,ar000022,1,Argentina,11025
200,2013,2,6,ar000023,1,Argentina,47250
201,2013,2,6,ar000034,1,Argentina,20475
202,2013,2,6,ar000037,1,Argentina,15750
203,2013,2,6,ar000038,1,Argentina,75600
204,2013,2,6,ar000039,1,Argentina,40950
205,2013,2,6,ar000041,1,Argentina,23625
206,2013,2,6,ar000051,1,Argentina,4725
207,2013,2,6,ar000058,1,Argentina,9450
208,2013,2,6,ar000059,1,Argentina,78750
209,2013,2,6,ar000060,1,Argentina,94500
210,2013,2,6,ar000064,1,Argentina,1449000
211,2013,2,6,ar000067,1,Argentina,78750
212,2013,2,6,ar000069,1,Argentina,40950
213,2013,2,6,ar000070,1,Argentina,0
214,2013,2,6,ar000074,1,Argentina,63000
215,2013,2,6,ar000089,1,Argentina,346500
216,2013,2,6,ar000091,1,Argentina,787500
217,2013,2,6,ar000092,1,Argentina,315000
218,2013,2,6,ar000095,1,Argentina,4725
219,2013,2,6,ar000098,1,Argentina,204750
220,2013,2,7,ar00001,1,Argentina,78750
221,2013,2,7,ar00002,1,Argentina,630000
222,2013,2,7,ar00003,1,Argentina,55125
223,2013,2,7,ar00007,1,Argentina,31500
224,2013,2,7,ar00008,1,Argentina,157500
225,2013,2,7,ar000010,1,Argentina,0
226,2013,2,7,ar000011,1,Argentina,472500
227,2013,2,7,ar000012,1,Argentina,37800
228,2013,2,7,ar000014,1,Argentina,63000
229,2013,2,7,ar000015,1,Argentina,3150
230,2013,2,7,ar000016,1,Argentina,7875
231,2013,2,7,ar000018,1,Argentina,25200
232,2013,2,7,ar000021,1,Argentina,1575
233,2013,2,7,ar000023,1,Argentina,94500
234,2013,2,7,ar000027,1,Argentina,173250
235,2013,2,7,ar000032,1,Argentina,15750
236,2013,2,7,ar000034,1,Argentina,20475
237,2013,2,7,ar000037,1,Argentina,18900
238,2013,2,7,ar000038,1,Argentina,75600
239,2013,2,7,ar000039,1,Argentina,42525
240,2013,2,7,ar000040,1,Argentina,85050
241,2013,2,7,ar000043,1,Argentina,108675
242,2013,2,7,ar000051,1,Argentina,4725
243,2013,2,7,ar000052,1,Argentina,552825
244,2013,2,7,ar000053,1,Argentina,11025
245,2013,2,7,ar000055,1,Argentina,4725
246,2013,2,7,ar000059,1,Argentina,252000
247,2013,2,7,ar000063,1,Argentina,103950
248,2013,2,7,ar000064,1,Argentina,2835000
249,2013,2,7,ar000065,1,Argentina,472500
250,2013,2,7,ar000067,1,Argentina,78750
251,2013,2,7,ar000069,1,Argentina,354375
252,2013,2,7,ar000070,1,Argentina,0
253,2013,2,7,ar000074,1,Argentina,94500
254,2013,2,7,ar000075,1,Argentina,206325
255,2013,2,7,ar000078,1,Argentina,7875
256,2013,2,7,ar000079,1,Argentina,9450
257,2013,2,7,ar000080,1,Argentina,141750
258,2013,2,7,ar000081,1,Argentina,126000
259,2013,2,7,ar000082,1,Argentina,7875
260,2013,2,7,ar000085,1,Argentina,70875
261,2013,2,7,ar000086,1,Argentina,11025
262,2013,2,7,ar000089,1,Argentina,551250
263,2013,2,7,ar000092,1,Argentina,315000
264,2013,2,7,ar000095,1,Argentina,9450
265,2013,2,7,ar000098,1,Argentina,472500
266,2013,2,7,ar0000100,1,Argentina,31500
267,2013,2,8,ar00001,1,Argentina,78750
268,2013,2,8,ar00002,1,Argentina,315000
269,2013,2,8,ar00004,1,Argentina,15750
270,2013,2,8,ar00008,1,Argentina,126000
271,2013,2,8,ar000014,1,Argentina,126000
272,2013,2,8,ar000015,1,Argentina,9450
273,2013,2,8,ar000021,1,Argentina,4725
274,2013,2,8,ar000022,1,Argentina,4725
275,2013,2,8,ar000034,1,Argentina,33075
276,2013,2,8,ar000035,1,Argentina,3150
277,2013,2,8,ar000037,1,Argentina,18900
278,2013,2,8,ar000043,1,Argentina,2268000
279,2013,2,8,ar000051,1,Argentina,4725
280,2013,2,8,ar000052,1,Argentina,318150
281,2013,2,8,ar000053,1,Argentina,51975
282,2013,2,8,ar000058,1,Argentina,15750
283,2013,2,8,ar000059,1,Argentina,220500
284,2013,2,8,ar000060,1,Argentina,283500
285,2013,2,8,ar000063,1,Argentina,957600
286,2013,2,8,ar000064,1,Argentina,1417500
287,2013,2,8,ar000065,1,Argentina,472500
288,2013,2,8,ar000068,1,Argentina,94500
289,2013,2,8,ar000069,1,Argentina,157500
290,2013,2,8,ar000070,1,Argentina,0
291,2013,2,8,ar000074,1,Argentina,110250
292,2013,2,8,ar000075,1,Argentina,371700
293,2013,2,8,ar000079,1,Argentina,25200
294,2013,2,8,ar000080,1,Argentina,226800
295,2013,2,8,ar000083,1,Argentina,25200
296,2013,2,8,ar000089,1,Argentina,315000
297,2013,2,8,ar000092,1,Argentina,551250
298,2013,2,8,ar000095,1,Argentina,6300
299,2013,2,8,ar0000100,1,Argentina,114975
300,2013,2,9,ar00001,1,Argentina,157500
301,2013,2,9,ar00002,1,Argentina,315000
302,2013,2,9,ar00008,1,Argentina,204750
303,2013,2,9,ar000011,1,Argentina,472500
304,2013,2,9,ar000014,1,Argentina,53550
305,2013,2,9,ar000015,1,Argentina,7875
306,2013,2,9,ar000016,1,Argentina,1575
307,2013,2,9,ar000019,1,Argentina,94500
308,2013,2,9,ar000021,1,Argentina,4725
309,2013,2,9,ar000022,1,Argentina,9450
310,2013,2,9,ar000023,1,Argentina,47250
311,2013,2,9,ar000027,1,Argentina,157500
312,2013,2,9,ar000028,1,Argentina,94500
313,2013,2,9,ar000034,1,Argentina,67725
314,2013,2,9,ar000037,1,Argentina,18900
315,2013,2,9,ar000038,1,Argentina,151200
316,2013,2,9,ar000039,1,Argentina,69300
317,2013,2,9,ar000040,1,Argentina,168525
318,2013,2,9,ar000041,1,Argentina,25200
319,2013,2,9,ar000043,1,Argentina,578025
320,2013,2,9,ar000044,1,Argentina,382725
321,2013,2,9,ar000051,1,Argentina,4725
322,2013,2,9,ar000054,1,Argentina,1575
323,2013,2,9,ar000064,1,Argentina,1338750
324,2013,2,9,ar000066,1,Argentina,3150
325,2013,2,9,ar000067,1,Argentina,157500
326,2013,2,9,ar000068,1,Argentina,226800
327,2013,2,9,ar000069,1,Argentina,157500
328,2013,2,9,ar000070,1,Argentina,0
329,2013,2,9,ar000074,1,Argentina,63000
330,2013,2,9,ar000079,1,Argentina,20475
331,2013,2,9,ar000080,1,Argentina,0
332,2013,2,9,ar000081,1,Argentina,94500
333,2013,2,9,ar000085,1,Argentina,63000
334,2013,2,9,ar000086,1,Argentina,15750
335,2013,2,9,ar000089,1,Argentina,315000
336,2013,2,9,ar000090,1,Argentina,31500
337,2013,2,9,ar000091,1,Argentina,0
338,2013,2,9,ar000092,1,Argentina,393750
339,2013,2,9,ar000095,1,Argentina,4725
340,2013,2,9,ar000096,1,Argentina,4725
341,2013,2,9,ar000098,1,Argentina,373275
342,2013,2,9,ar0000100,1,Argentina,94500
343,2013,2,9,ar0000102,1,Argentina,1575
344,2013,2,9,ar0000103,1,Argentina,7875
345,2013,2,9,ar0000104,1,Argentina,869400
346,2013,3,9,ar00002,1,Argentina,315000
347,2013,3,9,ar00007,1,Argentina,39375
348,2013,3,9,ar000044,1,Argentina,185850
349,2013,3,9,ar000052,1,Argentina,360675
350,2013,3,9,ar000053,1,Argentina,42525
351,2013,3,9,ar000055,1,Argentina,18900
352,2013,3,9,ar000059,1,Argentina,157500
353,2013,3,9,ar000063,1,Argentina,168525
354,2013,3,9,ar000074,1,Argentina,31500
355,2013,3,9,ar000075,1,Argentina,83475
356,2013,3,9,ar000078,1,Argentina,7875
357,2013,3,9,ar000091,1,Argentina,1102500
358,2013,3,10,ar00001,1,Argentina,157500
359,2013,3,10,ar00002,1,Argentina,315000
360,2013,3,10,ar00003,1,Argentina,39375
361,2013,3,10,ar00004,1,Argentina,15750
362,2013,3,10,ar00007,1,Argentina,28350
363,2013,3,10,ar00008,1,Argentina,236250
364,2013,3,10,ar000012,1,Argentina,567000
365,2013,3,10,ar000014,1,Argentina,81900
366,2013,3,10,ar000016,1,Argentina,17325
367,2013,3,10,ar000018,1,Argentina,51975
368,2013,3,10,ar000023,1,Argentina,47250
369,2013,3,10,ar000034,1,Argentina,17325
370,2013,3,10,ar000038,1,Argentina,151200
371,2013,3,10,ar000039,1,Argentina,114975
372,2013,3,10,ar000040,1,Argentina,204750
373,2013,3,10,ar000041,1,Argentina,47250
374,2013,3,10,ar000043,1,Argentina,568575
375,2013,3,10,ar000044,1,Argentina,78750
376,2013,3,10,ar000051,1,Argentina,23625
377,2013,3,10,ar000052,1,Argentina,108675
378,2013,3,10,ar000059,1,Argentina,472500
379,2013,3,10,ar000063,1,Argentina,200025
380,2013,3,10,ar000064,1,Argentina,3307500
381,2013,3,10,ar000065,1,Argentina,472500
382,2013,3,10,ar000066,1,Argentina,18900
383,2013,3,10,ar000068,1,Argentina,37800
384,2013,3,10,ar000069,1,Argentina,157500
385,2013,3,10,ar000070,1,Argentina,0
386,2013,3,10,ar000075,1,Argentina,126000
387,2013,3,10,ar000079,1,Argentina,7875
388,2013,3,10,ar000080,1,Argentina,173250
389,2013,3,10,ar000082,1,Argentina,15750
390,2013,3,10,ar000085,1,Argentina,94500
391,2013,3,10,ar000089,1,Argentina,708750
392,2013,3,10,ar0000100,1,Argentina,59850
393,2013,3,11,ar00001,1,Argentina,78750
394,2013,3,11,ar00002,1,Argentina,787500
395,2013,3,11,ar00003,1,Argentina,55125
396,2013,3,11,ar00008,1,Argentina,126000
397,2013,3,11,ar000012,1,Argentina,472500
398,2013,3,11,ar000014,1,Argentina,67725
399,2013,3,11,ar000015,1,Argentina,4725
400,2013,3,11,ar000016,1,Argentina,7875
401,2013,3,11,ar000021,1,Argentina,3150
402,2013,3,11,ar000023,1,Argentina,47250
403,2013,3,11,ar000034,1,Argentina,9450
404,2013,3,11,ar000038,1,Argentina,94500
405,2013,3,11,ar000040,1,Argentina,173250
406,2013,3,11,ar000043,1,Argentina,55125
407,2013,3,11,ar000044,1,Argentina,151200
408,2013,3,11,ar000052,1,Argentina,11025
409,2013,3,11,ar000053,1,Argentina,28350
410,2013,3,11,ar000058,1,Argentina,9450
411,2013,3,11,ar000059,1,Argentina,315000
412,2013,3,11,ar000060,1,Argentina,126000
413,2013,3,11,ar000063,1,Argentina,223650
414,2013,3,11,ar000064,1,Argentina,1559250
415,2013,3,11,ar000065,1,Argentina,472500
416,2013,3,11,ar000069,1,Argentina,196875
417,2013,3,11,ar000070,1,Argentina,0
418,2013,3,11,ar000075,1,Argentina,48825
419,2013,3,11,ar000079,1,Argentina,11025
420,2013,3,11,ar000080,1,Argentina,170100
421,2013,3,11,ar000089,1,Argentina,157500
422,2013,3,11,ar000091,1,Argentina,850500
423,2013,3,11,ar0000100,1,Argentina,33075
424,2013,3,12,ar00001,1,Argentina,157500
425,2013,3,12,ar00002,1,Argentina,315000
426,2013,3,12,ar00007,1,Argentina,39375
427,2013,3,12,ar00008,1,Argentina,283500
428,2013,3,12,ar000011,1,Argentina,472500
429,2013,3,12,ar000014,1,Argentina,1575
430,2013,3,12,ar000016,1,Argentina,4725
431,2013,3,12,ar000023,1,Argentina,47250
432,2013,3,12,ar000027,1,Argentina,170100
433,2013,3,12,ar000034,1,Argentina,9450
434,2013,3,12,ar000039,1,Argentina,56700
435,2013,3,12,ar000040,1,Argentina,176400
436,2013,3,12,ar000041,1,Argentina,4725
437,2013,3,12,ar000043,1,Argentina,609525
438,2013,3,12,ar000044,1,Argentina,154350
439,2013,3,12,ar000050,1,Argentina,4725
440,2013,3,12,ar000052,1,Argentina,89775
441,2013,3,12,ar000053,1,Argentina,4725
442,2013,3,12,ar000055,1,Argentina,4725
443,2013,3,12,ar000059,1,Argentina,472500
444,2013,3,12,ar000060,1,Argentina,94500
445,2013,3,12,ar000063,1,Argentina,401625
446,2013,3,12,ar000064,1,Argentina,1338750
447,2013,3,12,ar000065,1,Argentina,315000
448,2013,3,12,ar000068,1,Argentina,75600
449,2013,3,12,ar000069,1,Argentina,236250
450,2013,3,12,ar000070,1,Argentina,0
451,2013,3,12,ar000075,1,Argentina,160650
452,2013,3,12,ar000079,1,Argentina,26775
453,2013,3,12,ar000089,1,Argentina,472500
454,2013,3,12,ar0000100,1,Argentina,14175
455,2013,3,12,ar0000102,1,Argentina,4725
456,2013,3,12,ar0000103,1,Argentina,4725
457,2013,3,13,ar00001,1,Argentina,157500
458,2013,3,13,ar00002,1,Argentina,315000
459,2013,3,13,ar00003,1,Argentina,31500
460,2013,3,13,ar00008,1,Argentina,236250
461,2013,3,13,ar000010,1,Argentina,0
462,2013,3,13,ar000012,1,Argentina,75600
463,2013,3,13,ar000013,1,Argentina,14175
464,2013,3,13,ar000014,1,Argentina,50400
465,2013,3,13,ar000015,1,Argentina,4725
466,2013,3,13,ar000021,1,Argentina,3150
467,2013,3,13,ar000023,1,Argentina,47250
468,2013,3,13,ar000028,1,Argentina,110250
469,2013,3,13,ar000034,1,Argentina,70875
470,2013,3,13,ar000038,1,Argentina,56700
471,2013,3,13,ar000040,1,Argentina,332325
472,2013,3,13,ar000043,1,Argentina,839475
473,2013,3,13,ar000044,1,Argentina,133875
474,2013,3,13,ar000052,1,Argentina,548100
475,2013,3,13,ar000053,1,Argentina,28350
476,2013,3,13,ar000058,1,Argentina,11025
477,2013,3,13,ar000059,1,Argentina,189000
478,2013,3,13,ar000063,1,Argentina,787500
479,2013,3,13,ar000064,1,Argentina,2709000
480,2013,3,13,ar000065,1,Argentina,315000
481,2013,3,13,ar000066,1,Argentina,6300
482,2013,3,13,ar000068,1,Argentina,75600
483,2013,3,13,ar000069,1,Argentina,354375
484,2013,3,13,ar000070,1,Argentina,0
485,2013,3,13,ar000075,1,Argentina,96075
486,2013,3,13,ar000079,1,Argentina,31500
487,2013,3,13,ar000080,1,Argentina,173250
488,2013,3,13,ar000089,1,Argentina,315000
489,2013,3,13,ar000091,1,Argentina,567000
490,2013,3,13,ar0000100,1,Argentina,33075
491,2013,4,14,ar00001,1,Argentina,78750
492,2013,4,14,ar00002,1,Argentina,315000
493,2013,4,14,ar00003,1,Argentina,47250
494,2013,4,14,ar00004,1,Argentina,9450
495,2013,4,14,ar00007,1,Argentina,47250
496,2013,4,14,ar00008,1,Argentina,267750
497,2013,4,14,ar000012,1,Argentina,453600
498,2013,4,14,ar000013,1,Argentina,3150
499,2013,4,14,ar000014,1,Argentina,85050
500,2013,4,14,ar000015,1,Argentina,6300
501,2013,4,14,ar000016,1,Argentina,1575
502,2013,4,14,ar000018,1,Argentina,70875
503,2013,4,14,ar000019,1,Argentina,94500
504,2013,4,14,ar000023,1,Argentina,47250
505,2013,4,14,ar000027,1,Argentina,252000
506,2013,4,14,ar000028,1,Argentina,47250
507,2013,4,14,ar000037,1,Argentina,37800
508,2013,4,14,ar000038,1,Argentina,113400
509,2013,4,14,ar000039,1,Argentina,3150
510,2013,4,14,ar000040,1,Argentina,573300
511,2013,4,14,ar000041,1,Argentina,44100
512,2013,4,14,ar000043,1,Argentina,497700
513,2013,4,14,ar000044,1,Argentina,72450
514,2013,4,14,ar000052,1,Argentina,327600
515,2013,4,14,ar000054,1,Argentina,1575
516,2013,4,14,ar000055,1,Argentina,9450
517,2013,4,14,ar000059,1,Argentina,622125
518,2013,4,14,ar000060,1,Argentina,126000
519,2013,4,14,ar000063,1,Argentina,236250
520,2013,4,14,ar000064,1,Argentina,3213000
521,2013,4,14,ar000066,1,Argentina,1575
522,2013,4,14,ar000068,1,Argentina,56700
523,2013,4,14,ar000070,1,Argentina,0
524,2013,4,14,ar000075,1,Argentina,247275
525,2013,4,14,ar000079,1,Argentina,9450
526,2013,4,14,ar000089,1,Argentina,315000
527,2013,4,14,ar000091,1,Argentina,630000
528,2013,4,14,ar0000100,1,Argentina,66150
529,2013,4,15,ar00001,1,Argentina,157500
530,2013,4,15,ar00002,1,Argentina,480375
531,2013,4,15,ar00004,1,Argentina,15750
532,2013,4,15,ar00007,1,Argentina,23625
533,2013,4,15,ar00008,1,Argentina,126000
534,2013,4,15,ar000011,1,Argentina,472500
535,2013,4,15,ar000012,1,Argentina,453600
536,2013,4,15,ar000013,1,Argentina,6300
537,2013,4,15,ar000014,1,Argentina,45675
538,2013,4,15,ar000015,1,Argentina,14175
539,2013,4,15,ar000016,1,Argentina,12600
540,2013,4,15,ar000018,1,Argentina,6300
541,2013,4,15,ar000028,1,Argentina,787500
542,2013,4,15,ar000034,1,Argentina,1575
543,2013,4,15,ar000038,1,Argentina,151200
544,2013,4,15,ar000039,1,Argentina,47250
545,2013,4,15,ar000040,1,Argentina,174825
546,2013,4,15,ar000043,1,Argentina,192150
547,2013,4,15,ar000044,1,Argentina,155925
548,2013,4,15,ar000051,1,Argentina,4725
549,2013,4,15,ar000052,1,Argentina,973350
550,2013,4,15,ar000053,1,Argentina,17325
551,2013,4,15,ar000058,1,Argentina,29925
552,2013,4,15,ar000059,1,Argentina,441000
553,2013,4,15,ar000063,1,Argentina,181125
554,2013,4,15,ar000064,1,Argentina,2425500
555,2013,4,15,ar000065,1,Argentina,472500
556,2013,4,15,ar000066,1,Argentina,1575
557,2013,4,15,ar000068,1,Argentina,37800
558,2013,4,15,ar000069,1,Argentina,236250
559,2013,4,15,ar000070,1,Argentina,0
560,2013,4,15,ar000075,1,Argentina,524475
561,2013,4,15,ar000079,1,Argentina,9450
562,2013,4,15,ar000080,1,Argentina,189000
563,2013,4,15,ar000087,1,Argentina,47250
564,2013,4,15,ar0000100,1,Argentina,127575
565,2013,4,15,ar0000103,1,Argentina,3150
566,2013,4,16,ar00001,1,Argentina,157500
567,2013,4,16,ar00002,1,Argentina,1102500
568,2013,4,16,ar00003,1,Argentina,48825
569,2013,4,16,ar00004,1,Argentina,15750
570,2013,4,16,ar00007,1,Argentina,18900
571,2013,4,16,ar00008,1,Argentina,157500
572,2013,4,16,ar000011,1,Argentina,472500
573,2013,4,16,ar000012,1,Argentina,415800
574,2013,4,16,ar000014,1,Argentina,74025
575,2013,4,16,ar000015,1,Argentina,3150
576,2013,4,16,ar000016,1,Argentina,6300
577,2013,4,16,ar000021,1,Argentina,4725
578,2013,4,16,ar000023,1,Argentina,94500
579,2013,4,16,ar000027,1,Argentina,189000
